"DeliveryID","OrderID","DeliveryPartner","DeliveryDateTime","DeliveryAmount","DeliveryStatus"
58664,58664,"Graham-Campbell","2024-11-03 20:27:00.0",11.37,"In Progress"
58665,58665,"Watson-Thomas","2024-11-28 17:43:00.0",42.17,"Cancelled"
58667,58667,"Dodson, Fleming and Butler","2024-11-25 21:14:00.0",31.88,"Completed"
58670,58670,"Lopez, Hughes and Harmon","2024-11-14 13:00:00.0",24.22,"In Progress"
58674,58674,"Evans and Sons","2024-11-24 00:05:00.0",14.54,"Completed"
58678,58678,"Christensen and Sons","2024-11-30 20:40:00.0",14.69,"In Progress"
58679,58679,"Ruiz-Hughes","2024-11-02 21:11:00.0",9.34,"Cancelled"
58681,58681,"Duran, Fuller and Reyes","2024-11-08 20:26:00.0",29.55,"Cancelled"
58682,58682,"Campbell, Burns and Espinoza","2024-11-29 14:06:00.0",23.81,"In Progress"
58689,58689,"Molina-Bailey","2024-11-30 13:50:00.0",15.16,"Completed"
58690,58690,"Maldonado, Freeman and Thompson","2024-11-20 14:48:00.0",44.88,"In Progress"
58692,58692,"Brown, Blankenship and Hayes","2024-11-11 00:19:00.0",36.43,"In Progress"
58697,58697,"Richards-Jones","2024-11-03 15:38:00.0",5.63,"Cancelled"
58700,58700,"Graham-Campbell","2024-11-18 23:56:00.0",45.23,"Cancelled"
58703,58703,"Webster, Martinez and Marshall","2024-11-17 19:52:00.0",45.42,"Cancelled"
58706,58706,"Rogers, Berry and Logan","2024-11-11 00:02:00.0",40.68,"Completed"
58708,58708,"Arias LLC","2024-11-17 18:27:00.0",13.15,"Cancelled"
58712,58712,"Watson-Thomas","2024-11-05 14:21:00.0",46.13,"Cancelled"
58713,58713,"Rogers, Wright and Cooper","2024-11-04 20:59:00.0",30.75,"Cancelled"
58718,58718,"Stephens PLC","2024-11-08 12:40:00.0",31.99,"Completed"
58719,58719,"Richards-Jones","2024-11-13 12:30:00.0",46.35,"In Progress"
58721,58721,"Thompson, Morrow and Collins","2024-11-25 22:00:00.0",40.52,"Cancelled"
58722,58722,"Walker-Davis","2024-11-07 23:41:00.0",33.31,"In Progress"
58724,58724,"Brown, Blankenship and Hayes","2024-11-12 20:53:00.0",48.45,"In Progress"
58725,58725,"Keller-Gross","2024-11-17 22:41:00.0",37.11,"Completed"
58736,58736,"Rose, Pratt and Flores","2024-11-25 13:12:00.0",47.29,"In Progress"
58739,58739,"Moore-Griffin","2024-11-22 20:01:00.0",31.39,"In Progress"
58740,58740,"Richards-Jones","2024-11-23 19:28:00.0",19.73,"Cancelled"
58744,58744,"Jones, Garrett and Pierce","2024-11-14 20:24:00.0",23.7,"In Progress"
58747,58747,"Cook Ltd","2024-11-05 21:36:00.0",12.95,"In Progress"
58749,58749,"Fischer and Sons","2024-11-04 20:32:00.0",22.31,"Completed"
58755,58755,"Fischer and Sons","2024-11-17 20:03:00.0",42.68,"In Progress"
58756,58756,"Richardson-Reyes","2024-11-24 14:40:00.0",6.54,"Completed"
58760,58760,"Hancock-Benson","2024-11-16 00:44:00.0",14.6,"Cancelled"
58767,58767,"Ray-Bradley","2024-11-25 00:42:00.0",39.85,"Completed"
58770,58770,"Miller and Sons","2024-11-20 15:55:00.0",35.34,"In Progress"
58773,58773,"Lee-Taylor","2024-11-01 16:06:00.0",26.69,"Completed"
58776,58776,"Turner-Hart","2024-11-13 23:13:00.0",46.69,"Cancelled"
58787,58787,"Henderson Inc","2024-11-19 23:26:00.0",41.72,"Completed"
58788,58788,"Walker PLC","2024-11-14 18:30:00.0",26.78,"In Progress"
58794,58794,"Marsh-Williams","2024-11-12 20:29:00.0",18.75,"Cancelled"
58796,58796,"Evans and Sons","2024-11-08 14:54:00.0",14.93,"Cancelled"
58799,58799,"Frazier, Anderson and Rodriguez","2024-11-13 19:02:00.0",11.41,"Completed"
58803,58803,"Keller-Gross","2024-11-04 16:50:00.0",21.72,"Cancelled"
58808,58808,"Waller-Davis","2024-11-22 21:07:00.0",20.82,"Cancelled"
58810,58810,"Fischer and Sons","2024-11-02 14:40:00.0",6.31,"In Progress"
58811,58811,"Gray, Kerr and Massey","2024-11-29 20:03:00.0",11.66,"Cancelled"
58812,58812,"Khan, Hernandez and Baldwin","2024-11-09 12:42:00.0",36.94,"Cancelled"
58815,58815,"Lawson, Tran and King","2024-11-04 22:41:00.0",41.28,"In Progress"
58817,58817,"Brown, Blankenship and Hayes","2024-11-04 11:24:00.0",20.58,"Cancelled"
58818,58818,"Jackson-Rojas","2024-11-24 11:04:00.0",10.33,"Cancelled"
58819,58819,"Sellers Inc","2024-11-14 14:05:00.0",11.81,"In Progress"
58824,58824,"Christensen and Sons","2024-11-24 23:04:00.0",36.04,"Cancelled"
58828,58828,"Waller-Davis","2024-11-22 19:45:00.0",40.96,"Cancelled"
58836,58836,"Fischer and Sons","2024-11-07 21:38:00.0",13.09,"Completed"
58840,58840,"Williams, Anderson and Rodriguez","2024-11-08 21:25:00.0",36.98,"In Progress"
58841,58841,"Rogers, Wright and Cooper","2024-11-17 21:50:00.0",40.4,"Completed"
58843,58843,"Matthews-Gonzalez","2024-11-12 20:56:00.0",46.09,"In Progress"
58845,58845,"Ruiz-Hughes","2024-11-13 18:13:00.0",35.66,"Cancelled"
58847,58847,"Richards-Jones","2024-11-14 19:56:00.0",24.43,"In Progress"
58849,58849,"Moore-Griffin","2024-11-04 15:59:00.0",41,"Cancelled"
58856,58856,"Reed and Allison","2024-11-23 13:28:00.0",38.91,"Completed"
58862,58862,"Brown, King and Stout","2024-11-14 16:16:00.0",11.88,"Completed"
58865,58865,"Riggs PLC","2024-11-16 23:10:00.0",7.16,"Cancelled"
58867,58867,"Marquez PLC","2024-11-29 00:02:00.0",16.52,"Completed"
58868,58868,"Gonzales-Brown","2024-11-21 23:23:00.0",34.12,"Completed"
58873,58873,"Roberts, Durham and Ryan","2024-11-19 00:18:00.0",5.72,"Completed"
58874,58874,"Price, Neal and Gonzalez","2024-11-28 21:47:00.0",28.12,"Completed"
58876,58876,"Dodson, Fleming and Butler","2024-11-27 17:31:00.0",49.1,"Completed"
58877,58877,"Richardson-Reyes","2024-11-30 20:40:00.0",5.51,"Cancelled"
58878,58878,"Rogers, Wright and Cooper","2024-11-05 13:35:00.0",17.74,"Cancelled"
58879,58879,"Hancock-Benson","2024-11-16 13:18:00.0",23.22,"Completed"
58881,58881,"Molina-Bailey","2024-11-19 19:50:00.0",35.98,"Completed"
58883,58883,"Norton, Chang and Clements","2024-11-04 00:20:00.0",33.23,"Completed"
58884,58884,"Evans and Sons","2024-11-11 17:45:00.0",43.57,"In Progress"
58900,58900,"Phillips-Boyer","2024-11-10 22:22:00.0",5.61,"In Progress"
58908,58908,"Walker PLC","2024-11-13 11:44:00.0",38.61,"Cancelled"
58912,58912,"Fletcher-Carter","2024-11-23 20:29:00.0",7.11,"Completed"
58913,58913,"Hawkins Ltd","2024-11-07 20:51:00.0",36.79,"Cancelled"
58920,58920,"Hatfield and Sons","2024-11-10 21:52:00.0",33.55,"Cancelled"
58923,58923,"Norris-Hawkins","2024-11-04 14:40:00.0",40.85,"Cancelled"
58927,58927,"Cook Ltd","2024-11-07 00:58:00.0",23.99,"Completed"
58929,58929,"Mills Inc","2024-11-15 21:52:00.0",13.01,"Cancelled"
58931,58931,"Walker-Davis","2024-11-25 17:16:00.0",5.2,"In Progress"
58934,58934,"Williams-Benson","2024-11-15 13:06:00.0",6.44,"Cancelled"
58935,58935,"Phillips and Sons","2024-11-07 15:13:00.0",17.39,"In Progress"
58938,58938,"Cook Ltd","2024-11-24 17:23:00.0",35.69,"In Progress"
58939,58939,"Frank Inc","2024-11-18 18:28:00.0",23.88,"Cancelled"
58943,58943,"Molina-Bailey","2024-11-17 23:10:00.0",17.78,"In Progress"
58945,58945,"Smith, Wise and Drake","2024-11-27 20:20:00.0",49.09,"Cancelled"
58949,58949,"Hill, Hull and Bailey","2024-11-16 23:14:00.0",18.14,"In Progress"
58951,58951,"Evans and Sons","2024-11-25 14:03:00.0",27.83,"Cancelled"
58953,58953,"Graham-Campbell","2024-11-22 13:25:00.0",47.2,"Completed"
58963,58963,"Evans and Sons","2024-11-15 19:43:00.0",9.95,"Cancelled"
58966,58966,"Graham-Campbell","2024-11-16 17:00:00.0",33.22,"In Progress"
58968,58968,"Martinez Ltd","2024-11-14 23:59:00.0",36.47,"In Progress"
58975,58975,"Frazier, Anderson and Rodriguez","2024-11-12 19:38:00.0",48.57,"Completed"
58979,58979,"Norris-Hawkins","2024-11-21 22:45:00.0",7.79,"Cancelled"
58981,58981,"Martinez Ltd","2024-11-20 20:04:00.0",19.37,"Cancelled"
58982,58982,"Rogers, Berry and Logan","2024-11-04 23:48:00.0",12.07,"Cancelled"
58991,58991,"Adams, Guerra and Fields","2024-11-02 20:43:00.0",29.21,"Completed"
58996,58996,"Werner-Rodriguez","2024-11-26 12:02:00.0",34.46,"Cancelled"
58998,58998,"Williams-Benson","2024-11-17 16:20:00.0",45.42,"In Progress"
59000,59000,"Norris-Hawkins","2024-11-11 23:40:00.0",25.42,"In Progress"
59003,59003,"Norris-Hawkins","2024-11-23 14:41:00.0",10.93,"In Progress"
59005,59005,"Webster, Martinez and Marshall","2024-11-26 20:38:00.0",21.25,"Cancelled"
59006,59006,"Smith PLC","2024-11-01 14:48:00.0",25.5,"In Progress"
59010,59010,"Rose, Pratt and Flores","2024-11-17 18:38:00.0",46.68,"Completed"
59012,59012,"Lee-Taylor","2024-11-16 19:49:00.0",21.57,"Cancelled"
59017,59017,"Freeman, Walton and Jones","2024-11-29 22:28:00.0",43.96,"In Progress"
59021,59021,"Campbell, Burns and Espinoza","2024-11-28 20:13:00.0",37.41,"Cancelled"
59024,59024,"Phillips-Boyer","2024-11-27 23:27:00.0",27.65,"Completed"
59025,59025,"Miller and Sons","2024-11-04 23:17:00.0",6.83,"In Progress"
59029,59029,"Reed and Allison","2024-11-01 21:29:00.0",23.84,"In Progress"
59030,59030,"Norris-Hawkins","2024-11-04 00:09:00.0",8.48,"In Progress"
59034,59034,"Adams, Guerra and Fields","2024-11-28 17:01:00.0",27.32,"In Progress"
59039,59039,"Lawson, Tran and King","2024-11-14 20:23:00.0",37.75,"In Progress"
59041,59041,"Wright Ltd","2024-11-14 21:02:00.0",6.46,"In Progress"
59042,59042,"White, Peck and Ayala","2024-11-10 22:49:00.0",48.64,"In Progress"
59044,59044,"Werner-Rodriguez","2024-11-29 19:52:00.0",26.28,"Cancelled"
59045,59045,"Frazier, Anderson and Rodriguez","2024-11-10 19:16:00.0",14.58,"In Progress"
59049,59049,"Frank Inc","2024-11-28 13:57:00.0",27.7,"Completed"
59051,59051,"Christensen and Sons","2024-11-21 23:19:00.0",13.45,"Completed"
59052,59052,"Valencia Ltd","2024-11-22 22:38:00.0",44.84,"Completed"
59053,59053,"Campbell, Burns and Espinoza","2024-11-08 14:02:00.0",25.66,"Completed"
59054,59054,"Dodson, Fleming and Butler","2024-11-08 19:08:00.0",12.97,"Completed"
59056,59056,"Anderson, Carr and Mcneil","2024-11-21 13:17:00.0",12.07,"Cancelled"
59057,59057,"Freeman, Walton and Jones","2024-11-25 11:27:00.0",12.71,"Completed"
59058,59058,"Smith, Wise and Drake","2024-11-29 19:08:00.0",22.88,"Cancelled"
59063,59063,"Molina-Bailey","2024-11-24 21:04:00.0",43.86,"Completed"
59065,59065,"Burton Inc","2024-11-05 16:11:00.0",47.97,"In Progress"
59069,59069,"Lopez, Hughes and Harmon","2024-11-08 17:15:00.0",17.69,"Completed"
59070,59070,"Matthews-Gonzalez","2024-11-07 19:53:00.0",32.3,"Cancelled"
59073,59073,"Turner-Hart","2024-11-30 14:27:00.0",11.99,"In Progress"
59075,59075,"Carter, Evans and Walker","2024-11-19 18:51:00.0",15.73,"Cancelled"
59077,59077,"Valencia Ltd","2024-11-16 19:41:00.0",46.61,"Cancelled"
59078,59078,"Graham-Campbell","2024-11-22 22:56:00.0",14.91,"Cancelled"
59079,59079,"Rogers, Berry and Logan","2024-11-15 12:04:00.0",41.71,"Completed"
59083,59083,"Campbell, Burns and Espinoza","2024-11-13 18:51:00.0",41.66,"In Progress"
59084,59084,"Thomas PLC","2024-11-17 16:17:00.0",32.64,"Cancelled"
59085,59085,"Fernandez","2024-11-26 11:08:00.0",30.97,"In Progress"
59090,59090,"Webster, Martinez and Marshall","2024-11-26 22:29:00.0",27.36,"Completed"
59093,59093,"Sanchez-Smith","2024-11-04 19:26:00.0",36.89,"In Progress"
59097,59097,"Gonzales-Brown","2024-11-08 11:57:00.0",25.15,"In Progress"
59101,59101,"Cook PLC","2024-11-17 12:39:00.0",34.48,"Completed"
59102,59102,"Brown, King and Stout","2024-11-22 20:37:00.0",7.76,"Cancelled"
59105,59105,"Cook Ltd","2024-11-12 19:38:00.0",27.55,"Completed"
59107,59107,"Frazier, Anderson and Rodriguez","2024-11-07 19:48:00.0",20.48,"Cancelled"
59108,59108,"Gallagher, Roberson and Bean","2024-11-22 22:16:00.0",45.48,"In Progress"
59110,59110,"Lee-Taylor","2024-11-11 22:42:00.0",6.74,"Cancelled"
59122,59122,"Buckley-Morris","2024-11-26 18:32:00.0",5.83,"Cancelled"
59125,59125,"Werner-Rodriguez","2024-11-27 15:14:00.0",35.55,"In Progress"
59127,59127,"Dodson, Fleming and Butler","2024-11-14 11:13:00.0",5.89,"Completed"
59128,59128,"Cooper, Myers and Rodriguez","2024-11-08 00:50:00.0",36.64,"In Progress"
59129,59129,"Williams, Anderson and Rodriguez","2024-11-14 23:12:00.0",15.58,"Completed"
59130,59130,"Thompson, Morrow and Collins","2024-11-07 19:29:00.0",19.51,"Cancelled"
59131,59131,"Thomas PLC","2024-11-22 22:35:00.0",9.73,"Completed"
59135,59135,"Riggs PLC","2024-11-07 16:56:00.0",16.73,"In Progress"
59137,59137,"Thompson, Henry and Hernandez","2024-11-16 14:40:00.0",9.61,"Completed"
59146,59146,"Norris-Hawkins","2024-11-16 16:27:00.0",19.23,"In Progress"
59147,59147,"Jones, Garrett and Pierce","2024-11-07 11:27:00.0",48.9,"Cancelled"
59152,59152,"Sellers Inc","2024-11-14 19:18:00.0",28.64,"Completed"
59153,59153,"Gallagher, Roberson and Bean","2024-11-26 23:42:00.0",46.3,"Cancelled"
59154,59154,"Rogers, Wright and Cooper","2024-11-12 14:38:00.0",30.27,"Cancelled"
59155,59155,"Hatfield and Sons","2024-11-10 16:47:00.0",23.72,"Cancelled"
59157,59157,"Thomas PLC","2024-11-12 19:43:00.0",18.57,"Cancelled"
59158,59158,"Norris-Hawkins","2024-11-27 01:00:00.0",10.12,"Cancelled"
59159,59159,"Anderson, Carr and Mcneil","2024-11-18 14:42:00.0",14.14,"Completed"
59160,59160,"Arias LLC","2024-11-17 14:37:00.0",31.17,"In Progress"
59162,59162,"Norton, Chang and Clements","2024-11-03 15:56:00.0",44.13,"In Progress"
59163,59163,"Moore-Griffin","2024-11-14 11:16:00.0",46.93,"In Progress"
59166,59166,"Hawkins Ltd","2024-11-22 22:37:00.0",7.48,"Cancelled"
59174,59174,"Ray-Bradley","2024-11-17 21:59:00.0",6.96,"In Progress"
59176,59176,"Lawson, Tran and King","2024-11-15 00:13:00.0",49.77,"In Progress"
59178,59178,"Jackson-Rojas","2024-11-02 22:50:00.0",19.22,"Completed"
59179,59179,"Walker-Davis","2024-11-28 15:00:00.0",41.44,"Cancelled"
59182,59182,"Martinez Ltd","2024-11-07 23:39:00.0",8.42,"Cancelled"
59193,59193,"Mcdowell-Hicks","2024-11-14 13:25:00.0",36.64,"Cancelled"
59195,59195,"Norton, Chang and Clements","2024-11-16 11:37:00.0",11.69,"In Progress"
59197,59197,"Guzman, Smith and Murray","2024-11-13 22:50:00.0",27.23,"Cancelled"
59203,59203,"Jackson-Rojas","2024-11-13 15:24:00.0",44.61,"Completed"
59205,59205,"Rogers, Wright and Cooper","2024-11-21 21:13:00.0",7.28,"Completed"
59206,59206,"Carter, Evans and Walker","2024-11-16 21:41:00.0",28.56,"Cancelled"
59207,59207,"Richardson-Reyes","2024-11-23 14:31:00.0",41.9,"Cancelled"
59208,59208,"Guzman, Smith and Murray","2024-11-29 20:39:00.0",30.26,"Cancelled"
59210,59210,"Martinez Ltd","2024-11-22 13:24:00.0",44.86,"Cancelled"
59211,59211,"Freeman, Walton and Jones","2024-11-09 19:53:00.0",17.06,"Cancelled"
59212,59212,"Phillips and Sons","2024-11-21 19:55:00.0",41.93,"In Progress"
59215,59215,"Marquez PLC","2024-11-06 00:32:00.0",32.57,"In Progress"
59220,59220,"Miller and Sons","2024-11-06 16:30:00.0",19.25,"Cancelled"
59227,59227,"Marsh-Williams","2024-11-22 21:20:00.0",14.08,"In Progress"
59228,59228,"Burton Inc","2024-11-16 22:23:00.0",48.85,"Completed"
59229,59229,"Thompson, Morrow and Collins","2024-11-12 21:38:00.0",25.47,"In Progress"
59238,59238,"Walker PLC","2024-11-19 13:29:00.0",40.59,"Cancelled"
59240,59240,"Price, Neal and Gonzalez","2024-11-04 19:44:00.0",17.47,"Completed"
59244,59244,"Norton, Chang and Clements","2024-11-05 20:10:00.0",43.05,"Completed"
59248,59248,"Gay, Cunningham and Rodriguez","2024-11-15 13:43:00.0",39.31,"Completed"
59251,59251,"Buckley-Morris","2024-11-07 12:31:00.0",23.9,"In Progress"
59253,59253,"Walker-Davis","2024-11-18 12:47:00.0",29.22,"Completed"
59254,59254,"Lopez, Hughes and Harmon","2024-11-06 16:53:00.0",7.72,"Completed"
59258,59258,"Marquez PLC","2024-11-13 23:11:00.0",31.15,"In Progress"
59263,59263,"Marsh-Williams","2024-11-09 21:39:00.0",6.29,"Completed"
59264,59264,"Marquez PLC","2024-11-09 22:27:00.0",6.28,"Cancelled"
59265,59265,"Walker-Davis","2024-11-23 17:19:00.0",7.36,"In Progress"
59268,59268,"Hancock-Benson","2024-11-26 18:08:00.0",48.16,"Completed"
59279,59279,"Rogers, Wright and Cooper","2024-11-19 23:25:00.0",44.99,"Cancelled"
59280,59280,"Cook PLC","2024-11-17 20:51:00.0",15.68,"Cancelled"
59287,59287,"Walker PLC","2024-11-22 21:59:00.0",31.41,"In Progress"
59291,59291,"Norris-Hawkins","2024-11-19 23:03:00.0",16.74,"In Progress"
59292,59292,"Lawson, Tran and King","2024-11-07 20:08:00.0",43.04,"Completed"
59293,59293,"Dodson, Fleming and Butler","2024-11-26 22:44:00.0",33.06,"In Progress"
59295,59295,"Jackson-Rojas","2024-11-23 18:16:00.0",21.42,"In Progress"
59304,59304,"Freeman, Walton and Jones","2024-11-22 00:31:00.0",36.21,"Completed"
59306,59306,"Gay, Cunningham and Rodriguez","2024-11-13 20:12:00.0",17.21,"In Progress"
59310,59310,"Campbell, Burns and Espinoza","2024-11-04 22:57:00.0",27.53,"Completed"
59314,59314,"Newton-Brown","2024-11-14 13:06:00.0",16.78,"In Progress"
59318,59318,"Taylor-Smith","2024-11-02 12:37:00.0",20.13,"In Progress"
59322,59322,"Sanchez-Smith","2024-11-12 19:49:00.0",47.24,"In Progress"
59330,59330,"Anderson, Carr and Mcneil","2024-11-25 20:57:00.0",31.49,"In Progress"
59336,59336,"Hawkins-Garza","2024-11-19 23:57:00.0",39.76,"Completed"
59342,59342,"Bailey-Neal","2024-11-21 17:18:00.0",17.11,"Completed"
59347,59347,"Fernandez","2024-11-15 15:11:00.0",18.83,"Completed"
59361,59361,"Marquez PLC","2024-11-17 20:25:00.0",37.78,"In Progress"
59365,59365,"Cohen-Wagner","2024-11-11 22:27:00.0",6.55,"In Progress"
59371,59371,"Martinez Ltd","2024-11-26 11:05:00.0",7.98,"Cancelled"
59373,59373,"Werner-Rodriguez","2024-11-06 14:18:00.0",40.72,"Completed"
59374,59374,"Evans and Sons","2024-11-12 11:56:00.0",42.4,"In Progress"
59375,59375,"Khan, Hernandez and Baldwin","2024-11-18 12:48:00.0",30.09,"Cancelled"
59379,59379,"Sanchez-Smith","2024-11-12 19:06:00.0",30.74,"Completed"
59380,59380,"Freeman, Walton and Jones","2024-11-26 21:29:00.0",31.65,"Completed"
59384,59384,"Reed and Allison","2024-11-06 23:49:00.0",38.72,"In Progress"
59385,59385,"Marquez PLC","2024-11-15 20:24:00.0",9.12,"In Progress"
59393,59393,"Mills Inc","2024-11-02 19:45:00.0",18.02,"In Progress"
59394,59394,"Patterson, Rodriguez and Vasquez","2024-11-11 16:50:00.0",33.58,"Completed"
59397,59397,"Burton Inc","2024-11-23 21:54:00.0",22.84,"Completed"
59400,59400,"Hill, Vincent and Alvarez","2024-11-15 18:09:00.0",44.7,"Cancelled"
59401,59401,"Lopez, Hughes and Harmon","2024-11-09 19:56:00.0",16.22,"Cancelled"
59409,59409,"Webster, Martinez and Marshall","2024-11-08 12:25:00.0",5.13,"Completed"
59414,59414,"Burton Inc","2024-11-23 11:48:00.0",21.31,"Completed"
59419,59419,"Sanchez Inc","2024-11-18 23:40:00.0",20.97,"In Progress"
59420,59420,"Lawson, Tran and King","2024-11-08 16:52:00.0",31.03,"Cancelled"
59442,59442,"Sellers Inc","2024-11-25 15:35:00.0",10.57,"Cancelled"
59444,59444,"Freeman, Walton and Jones","2024-11-29 17:41:00.0",27.07,"Cancelled"
59445,59445,"Riggs PLC","2024-11-14 20:23:00.0",17.49,"In Progress"
59452,59452,"Cook Ltd","2024-11-26 20:45:00.0",29.23,"Cancelled"
59461,59461,"Khan, Hernandez and Baldwin","2024-11-22 14:05:00.0",17.92,"In Progress"
59464,59464,"Smith, Wise and Drake","2024-11-24 20:30:00.0",37.65,"Cancelled"
59466,59466,"Henderson Inc","2024-11-13 01:07:00.0",38.62,"Completed"
59470,59470,"Adams, Guerra and Fields","2024-11-04 22:21:00.0",6.7,"Cancelled"
59474,59474,"Miller and Sons","2024-11-14 13:45:00.0",31.08,"In Progress"
59478,59478,"Thompson, Henry and Hernandez","2024-11-18 22:35:00.0",28.07,"Completed"
59480,59480,"Cook PLC","2024-11-24 17:36:00.0",7.46,"In Progress"
59481,59481,"Wright Ltd","2024-11-27 13:43:00.0",23.32,"Completed"
59488,59488,"Richardson-Reyes","2024-11-21 16:17:00.0",25.43,"Cancelled"
59489,59489,"Gonzales-Brown","2024-11-08 10:59:00.0",36.03,"In Progress"
59495,59495,"Taylor-Smith","2024-11-15 21:28:00.0",20.06,"In Progress"
59496,59496,"Evans and Sons","2024-11-28 21:47:00.0",39.42,"In Progress"
59497,59497,"Gonzales-Brown","2024-11-09 00:42:00.0",39.61,"Completed"
59499,59499,"Evans and Sons","2024-11-06 21:08:00.0",23.72,"Completed"
59500,59500,"Newton-Brown","2024-11-24 20:32:00.0",7.65,"In Progress"
59503,59503,"Watson-Thomas","2024-11-15 17:56:00.0",8.21,"In Progress"
59507,59507,"Lee-Taylor","2024-11-11 21:57:00.0",46.84,"Completed"
59508,59508,"Frank Inc","2024-11-19 21:54:00.0",11.35,"Completed"
59510,59510,"Rowland-Williams","2024-11-04 21:12:00.0",36.32,"Cancelled"
59511,59511,"Mills Inc","2024-11-04 13:16:00.0",48.44,"Completed"
59515,59515,"Thompson, Henry and Hernandez","2024-11-01 22:12:00.0",33.94,"Cancelled"
59520,59520,"Powell, Morse and Quinn","2024-11-25 21:38:00.0",36.46,"In Progress"
59523,59523,"Thompson, Henry and Hernandez","2024-11-27 00:36:00.0",48.67,"Cancelled"
59527,59527,"Walker PLC","2024-11-25 20:45:00.0",19.39,"Cancelled"
59528,59528,"Cook Ltd","2024-11-14 22:57:00.0",32.15,"In Progress"
59540,59540,"Khan, Hernandez and Baldwin","2024-11-25 22:07:00.0",10.41,"In Progress"
59549,59549,"Hill, Vincent and Alvarez","2024-11-04 16:09:00.0",31.69,"Completed"
59550,59550,"Phillips and Sons","2024-11-11 16:49:00.0",43.82,"In Progress"
59552,59552,"Burke LLC","2024-11-14 00:03:00.0",14.04,"Cancelled"
59554,59554,"Watson-Thomas","2024-11-02 16:35:00.0",33.63,"Cancelled"
59555,59555,"Phillips-Boyer","2024-11-03 16:54:00.0",40.66,"Cancelled"
59557,59557,"Jones, Garrett and Pierce","2024-11-27 21:51:00.0",31.4,"Cancelled"
59561,59561,"Jackson-Rojas","2024-11-12 00:02:00.0",34.55,"Cancelled"
59562,59562,"Christensen and Sons","2024-11-28 17:28:00.0",11.56,"Completed"
59563,59563,"Jones, Garrett and Pierce","2024-11-25 22:38:00.0",10.61,"Cancelled"
59564,59564,"Roberts, Durham and Ryan","2024-11-07 11:59:00.0",18.65,"Cancelled"
59567,59567,"Burton Inc","2024-11-09 17:15:00.0",37.8,"Completed"
59568,59568,"Rogers-Brown","2024-11-27 20:07:00.0",13.23,"Completed"
59569,59569,"Lawson, Tran and King","2024-11-14 13:56:00.0",46.15,"In Progress"
59570,59570,"Evans and Sons","2024-11-16 23:22:00.0",15.88,"In Progress"
59573,59573,"Fernandez","2024-11-06 13:33:00.0",42.67,"In Progress"
59580,59580,"Richardson-Reyes","2024-11-18 17:34:00.0",9.34,"Cancelled"
59583,59583,"Cohen-Wagner","2024-11-27 11:37:00.0",17.24,"Cancelled"
59585,59585,"Henderson Inc","2024-11-28 16:23:00.0",41.13,"Cancelled"
59589,59589,"Mills Inc","2024-11-29 20:11:00.0",41.43,"Cancelled"
59590,59590,"Waller-Davis","2024-11-13 22:12:00.0",19.55,"Completed"
59591,59591,"Burton Inc","2024-11-02 17:33:00.0",13.82,"Completed"
59594,59594,"Matthews-Gonzalez","2024-11-19 00:30:00.0",38.45,"Completed"
59599,59599,"Sellers Inc","2024-11-24 22:10:00.0",29.05,"Cancelled"
59603,59603,"Anderson Group","2024-11-30 16:14:00.0",14.13,"Completed"
59607,59607,"Kelly LLC","2024-11-14 14:13:00.0",43.9,"Cancelled"
59612,59612,"Cohen-Wagner","2024-11-11 16:19:00.0",34.89,"In Progress"
59616,59616,"Kelly LLC","2024-11-27 21:11:00.0",12.4,"Completed"
59617,59617,"Watson-Thomas","2024-11-22 12:03:00.0",42.19,"Completed"
59618,59618,"Patterson, Rodriguez and Vasquez","2024-11-16 19:38:00.0",10.07,"Completed"
59623,59623,"Henderson Inc","2024-11-21 11:47:00.0",21.23,"Completed"
59626,59626,"Anderson, Carr and Mcneil","2024-11-04 12:24:00.0",33.74,"Completed"
59627,59627,"Anderson Group","2024-11-12 00:17:00.0",25.4,"Completed"
59628,59628,"Freeman, Walton and Jones","2024-11-24 19:51:00.0",47.6,"Cancelled"
59630,59630,"Cook Ltd","2024-11-02 23:04:00.0",33.66,"Completed"
59631,59631,"Sanchez-Smith","2024-11-25 20:40:00.0",36.4,"In Progress"
59633,59633,"Gray, Kerr and Massey","2024-11-13 17:29:00.0",8.2,"In Progress"
59638,59638,"Rogers-Brown","2024-11-22 22:20:00.0",27.7,"In Progress"
59639,59639,"Sanchez-Smith","2024-11-27 20:51:00.0",9.72,"Completed"
59640,59640,"Fernandez","2024-11-16 21:33:00.0",40.78,"Cancelled"
59641,59641,"Hancock-Benson","2024-11-18 18:27:00.0",41.82,"Completed"
59645,59645,"Smith PLC","2024-11-07 11:20:00.0",27.11,"Completed"
59650,59650,"Powell, Morse and Quinn","2024-11-01 22:27:00.0",47.49,"Completed"
59653,59653,"Brown, Blankenship and Hayes","2024-11-03 22:34:00.0",42.6,"In Progress"
59655,59655,"Guzman, Smith and Murray","2024-11-26 18:11:00.0",36.19,"Completed"
59663,59663,"Walker PLC","2024-11-15 18:17:00.0",7.22,"Completed"
59665,59665,"Thomas PLC","2024-11-13 20:18:00.0",5.57,"Cancelled"
59667,59667,"Reed and Allison","2024-11-21 23:23:00.0",36.13,"In Progress"
59668,59668,"Turner-Hart","2024-11-20 22:41:00.0",46.72,"Cancelled"
59672,59672,"Newton-Brown","2024-11-29 11:40:00.0",11.59,"Completed"
